Unnamed: 0,Unnamed: 0.1,city,price,water-availability,status-of-electricity,furnishing,bedrooms,bathrooms,status,neighborhood,roads,safety,cleanliness,public-transport,parking,connectivity,traffic,school,restaurants,hospital,market,locality-rating,verified_id,capacity,towers,units,Retirees,Family,Couple,SingleProfessionals,Students
0,0,Mumbai,13100000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,6,1000,1,1,1,0,0
1,1,Mumbai,18700000,0.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,0,144,1,1,1,0,0
2,4,Mumbai,17500000,2.0,0.0,0.0,3,4,0,4,4,4,3,4,3,4,3,4,3,4,4,41,1,5,4,416,1,1,1,0,0
3,3,Mumbai,18900000,0.0,1.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,1,51,1,1,1,0,0
4,4,Mumbai,14900000,1.0,2.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,4,414,1,1,1,0,0
5,5,Mumbai,49700000,0.0,1.0,0.0,4,4,0,4,4,5,3,4,3,4,3,4,5,4,5,48,1,5,3,176,0,1,1,1,0
6,6,Mumbai,1000000,2.0,0.0,0.0,1,4,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,5,1,54,1,1,1,0,0
7,7,Mumbai,15000000,2.0,0.0,0.0,3,3,0,4,4,4,4,5,4,5,4,4,4,4,5,5,1,4,3,554,1,1,1,0,0
8,8,Mumbai,9990000,1.0,2.0,0.0,1,1,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,3,0,1,1,1,0,0
9,9,Mumbai,10100000,1.0,2.0,1.0,1,4,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,3,170,1,1,1,0,0
10,10,Mumbai,15100000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,3,4,3,4,4,4,4,46,1,4,4,360,1,1,1,0,0
11,11,Mumbai,43500000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,3,4,3,4,4,4,4,46,1,4,3,0,1,1,1,0,0
12,14,Mumbai,17100000,1.0,2.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,3,4,4,43,1,4,3,94,1,1,1,0,0
13,13,Mumbai,99600000,1.0,2.0,0.0,4,3,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,3,0,1,1,1,0,0
14,14,Mumbai,44500000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,3,4,3,4,4,4,4,45,1,5,1,410,1,1,1,0,0
15,15,Mumbai,41400000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,3,4,3,4,4,4,4,45,1,4,1,94,1,1,1,0,0
16,16,Mumbai,37600000,1.0,2.0,2.0,3,3,0,4,4,4,4,4,3,4,3,4,4,4,4,46,1,4,1,44,1,1,1,0,0
17,17,Mumbai,57000000,1.0,2.0,0.0,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,1,33,1,1,1,0,0
18,18,Mumbai,44000000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,3,4,3,4,4,4,4,45,1,4,4,160,1,1,1,0,0
19,19,Mumbai,19000000,0.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,1,140,1,1,1,0,0
20,40,Mumbai,16500000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,1,45,1,1,1,0,0
21,41,Mumbai,40600000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,3,4,3,3,4,44,1,4,4,1400,1,1,1,0,0
22,44,Mumbai,104400000,1.0,2.0,2.0,4,5,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,6,3,0,1,1,1,0,0
23,43,Mumbai,41900000,1.0,2.0,0.0,3,3,0,4,4,4,4,4,3,4,3,4,4,4,4,46,1,4,5,0,1,1,1,0,0
24,44,Mumbai,55300000,0.0,1.0,1.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,3,0,1,1,1,0,0
25,45,Mumbai,44000000,2.0,0.0,0.0,5,5,3,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,4,400,1,1,1,0,0
26,46,Bangalore,4610000,0.0,1.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,3,4,4,44,1,4,1,168,1,1,1,0,0
27,47,Bangalore,7600000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,3,4,3,4,4,44,1,4,7,1434,1,1,1,0,0
28,48,Bangalore,44400000,0.0,1.0,0.0,5,5,3,4,4,4,4,3,4,4,3,4,3,4,4,44,1,4,0,50,1,1,1,0,0
29,49,Bangalore,7940000,0.0,1.0,0.0,3,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,3,471,1,1,1,0,0
30,30,Bangalore,10400000,2.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,44,1,4,6,4700,1,1,1,0,0
31,31,Bangalore,48000000,1.0,2.0,1.0,4,4,3,4,3,4,4,4,3,4,3,4,4,4,4,44,1,4,4,80,1,1,1,0,0
32,34,Bangalore,11100000,0.0,1.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,47,1,4,8,434,1,1,1,0,0
33,33,Bangalore,9680000,1.0,2.0,1.0,3,3,0,4,4,4,4,3,4,4,3,4,3,4,4,44,1,4,4,199,1,1,1,0,0
34,34,Bangalore,5080000,0.0,1.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,3,3,3,43,1,4,8,414,1,1,1,0,0
35,35,Bangalore,3900000,0.0,1.0,0.0,3,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,4,470,1,1,1,0,0
36,36,Bangalore,7500000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,4,408,1,1,1,0,0
37,37,Bangalore,9500000,1.0,2.0,1.0,3,3,0,4,4,4,4,4,4,4,4,4,3,4,4,45,1,4,4,334,1,1,1,0,0
38,38,Bangalore,18400000,2.0,0.0,0.0,4,3,0,4,4,4,4,4,4,4,3,4,4,4,4,43,1,4,0,159,1,1,1,0,0
39,39,Bangalore,9460000,1.0,2.0,1.0,4,3,0,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,1,165,1,1,1,0,0
40,40,Bangalore,3300000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,4,4,3,4,4,44,1,4,3,444,1,1,1,0,0
41,41,Bangalore,9800000,1.0,2.0,1.0,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,4,446,1,1,1,0,0
42,44,Bangalore,9300000,0.0,1.0,0.0,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,9,430,1,1,1,0,0
43,43,Bangalore,9110000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,5,414,1,1,1,0,0
44,44,Bangalore,16100000,0.0,1.0,0.0,3,3,0,4,3,4,4,4,4,4,3,4,3,4,4,43,1,4,4,171,1,1,1,0,0
45,45,Bangalore,7850000,0.0,0.0,0.0,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,4,497,1,1,1,0,0
46,46,Bangalore,13800000,0.0,1.0,2.0,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,0,103,1,1,1,0,0
47,47,Bangalore,14000000,1.0,2.0,2.0,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,4,196,1,1,1,0,0
48,48,Bangalore,6500000,0.0,1.0,0.0,4,4,3,4,4,4,4,3,4,4,4,4,3,4,3,44,1,4,3,313,1,1,1,0,0
49,49,Bangalore,5130000,2.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,1,155,1,1,1,0,0
50,50,Bangalore,6540000,0.0,0.0,0.0,3,4,3,4,4,4,4,4,4,4,4,4,3,3,4,43,1,4,3,153,1,1,1,0,0
51,51,Hyderabad,13600000,1.0,2.0,1.0,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,47,1,4,1,0,1,1,1,0,0
52,54,Hyderabad,13900000,2.0,0.0,0.0,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,11,900,1,1,1,0,0
53,53,Hyderabad,5840000,0.0,1.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,48,1,4,4,794,1,1,1,0,0
54,54,Hyderabad,10500000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,47,1,4,5,748,1,1,1,0,0
55,55,Hyderabad,9430000,1.0,2.0,0.0,3,3,0,4,4,4,4,3,4,4,4,4,3,4,4,46,1,4,7,1054,1,1,1,0,0
56,56,Hyderabad,14100000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,3,849,1,1,1,0,0
57,57,Hyderabad,10600000,0.0,1.0,0.0,3,3,0,4,4,4,4,3,4,4,4,4,3,4,4,45,1,4,5,678,1,1,1,0,0
58,58,Hyderabad,4990000,2.0,0.0,0.0,4,4,0,4,4,4,4,5,5,4,4,4,4,4,4,46,1,4,0,95,1,1,1,0,0
59,59,Hyderabad,3610000,0.0,0.0,0.0,3,4,0,4,4,4,4,4,4,4,3,4,4,4,3,46,1,4,6,1400,1,1,1,0,0
60,60,Hyderabad,9930000,2.0,0.0,0.0,3,3,0,4,4,4,4,3,4,4,4,4,3,4,4,46,1,4,6,540,1,1,1,0,0
61,61,Hyderabad,6800000,1.0,2.0,1.0,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,4,140,1,1,1,0,0
62,64,Hyderabad,66500000,2.0,0.0,0.0,4,4,0,4,3,4,4,4,4,4,4,4,4,4,4,44,1,4,0,98,1,1,1,0,0
63,63,Hyderabad,34500000,0.0,1.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,47,1,4,6,464,1,1,1,0,0
64,64,Hyderabad,18300000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,5,886,1,1,1,0,0
65,65,Hyderabad,14400000,1.0,2.0,0.0,3,3,0,4,3,4,4,4,4,4,4,4,4,4,4,44,1,4,1,416,1,1,1,0,0
66,66,Hyderabad,6410000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,3,3,4,45,1,4,5,4600,1,1,1,0,0
67,67,Hyderabad,44500000,1.0,2.0,1.0,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,47,1,4,1,40,1,1,1,0,0
68,68,Hyderabad,8350000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,4,360,1,1,1,0,0
69,69,Hyderabad,9880000,0.0,1.0,0.0,3,3,0,4,3,5,3,3,4,3,3,4,4,4,5,35,1,6,1,86,0,1,1,0,1
70,70,Hyderabad,41000000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,3,3,3,44,1,4,0,113,1,1,1,0,0
71,71,Hyderabad,8830000,2.0,0.0,0.0,4,4,3,4,4,4,4,3,4,4,4,4,3,4,4,46,1,4,4,404,1,1,1,0,0
72,74,Hyderabad,10400000,1.0,2.0,0.0,3,4,0,4,3,4,4,4,4,4,4,4,3,3,4,46,1,4,4,0,1,1,1,0,0
73,73,Hyderabad,4560000,1.0,2.0,1.0,1,1,0,4,3,4,4,4,4,4,4,4,3,3,4,46,1,4,1,60,1,1,1,0,0
74,74,Hyderabad,4060000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,4,4,3,3,4,46,1,4,6,370,1,1,1,0,0
75,75,Hyderabad,7960000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,9,1066,1,1,1,0,0
76,76,Hyderabad,5480000,2.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,6,480,1,1,1,0,0
77,77,Hyderabad,37100000,1.0,2.0,1.0,4,4,3,4,4,4,4,3,4,4,3,4,3,4,3,45,1,4,0,96,1,1,1,0,0
78,78,Ahmedabad,3890000,2.0,0.0,0.0,4,4,0,4,3,4,4,3,4,3,4,4,3,3,3,43,1,4,10,0,1,1,1,0,0
79,79,Ahmedabad,5070000,0.0,1.0,0.0,3,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,6,436,1,1,1,0,0
80,80,Ahmedabad,34500000,2.0,0.0,0.0,5,7,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,10,10,438,1,1,1,0,0
81,81,Ahmedabad,16600000,2.0,0.0,0.0,4,4,0,4,4,4,4,3,4,4,4,4,3,3,3,43,1,4,4,175,1,1,1,0,0
82,84,Ahmedabad,3400000,0.0,1.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,6,515,1,1,1,0,0
83,83,Ahmedabad,7660000,0.0,1.0,0.0,3,3,0,4,4,4,3,4,4,4,3,4,4,4,4,44,1,4,9,430,1,1,1,0,0
84,84,Ahmedabad,38100000,2.0,0.0,0.0,5,4,0,4,4,4,4,4,4,5,3,4,4,4,4,49,1,4,4,70,1,1,1,0,0
85,85,Ahmedabad,9180000,1.0,2.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,44,1,4,4,96,1,1,1,0,0
86,86,Ahmedabad,5790000,1.0,2.0,1.0,3,3,0,4,3,4,4,3,4,3,4,4,3,3,3,43,1,4,14,666,1,1,1,0,0
87,87,Ahmedabad,7100000,1.0,2.0,1.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,47,1,4,4,444,1,1,1,0,0
88,88,Ahmedabad,9830000,2.0,0.0,0.0,3,3,0,4,4,4,4,5,4,5,4,5,4,5,4,45,1,4,3,164,1,1,1,0,0
89,89,Ahmedabad,13400000,1.0,2.0,1.0,3,3,3,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,7,346,1,1,1,0,0
90,90,Ahmedabad,3440000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,5,440,1,1,1,0,0
91,91,Ahmedabad,5000000,1.0,2.0,1.0,4,4,0,4,4,4,4,3,4,4,3,4,4,4,4,46,1,4,18,994,1,1,1,0,0
92,94,Ahmedabad,4100000,0.0,0.0,0.0,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,43,1,4,8,378,1,1,1,0,0
93,93,Ahmedabad,6360000,1.0,2.0,1.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,4,0,1,1,1,0,0
94,94,Ahmedabad,4730000,0.0,1.0,0.0,3,3,0,4,5,4,4,4,4,5,4,4,4,5,4,45,1,4,4,0,0,1,0,0,0
95,95,Ahmedabad,5000000,0.0,0.0,0.0,4,4,1,4,4,4,4,3,4,4,4,4,3,3,3,43,1,4,7,774,1,1,1,0,0
96,96,Ahmedabad,3800000,2.0,0.0,0.0,4,4,0,4,3,4,4,3,4,3,4,4,3,3,3,43,1,4,10,0,1,1,1,0,0
97,97,Ahmedabad,14000000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,47,1,4,7,13000,1,1,1,0,0
98,98,Ahmedabad,5500000,0.0,0.0,0.0,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,46,1,4,4,184,1,1,1,0,0
99,99,Chennai,18700000,1.0,2.0,1.0,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,44,1,4,3,674,1,1,1,0,0
100,100,Chennai,4880000,1.0,2.0,2.0,4,4,0,4,3,4,4,4,4,4,3,4,4,4,4,43,1,4,5,494,1,1,1,0,0
101,101,Chennai,3850000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,3,4,4,44,1,4,3,143,1,1,1,0,0
102,104,Chennai,55000000,0.0,1.0,1.0,5,5,3,4,4,4,4,4,4,4,4,3,4,3,3,44,1,6,0,73,1,1,1,0,0
103,103,Chennai,31500000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,4,300,1,1,1,0,0
104,104,Chennai,7870000,2.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,44,1,4,10,883,1,1,1,0,0
105,105,Chennai,3340000,1.0,2.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,3,3,4,44,1,5,8,1040,1,1,1,0,0
106,106,Chennai,8910000,0.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,1,40,1,1,1,0,0
107,107,Chennai,13900000,2.0,0.0,0.0,3,3,0,4,4,4,3,4,3,4,3,4,4,4,4,46,1,4,1,74,1,1,1,0,0
108,108,Chennai,7640000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,1,56,1,1,1,0,0
109,109,Chennai,8500000,0.0,1.0,0.0,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,45,1,4,16,1654,1,1,1,0,0
110,110,Chennai,14000000,1.0,2.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,4,608,1,1,1,0,0
111,111,Chennai,44500000,2.0,0.0,0.0,3,3,0,4,3,4,3,4,4,4,3,4,4,4,4,43,1,4,1,498,1,1,1,0,0
112,114,Chennai,9450000,1.0,2.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,1,34,1,1,1,0,0
113,113,Chennai,4970000,2.0,0.0,0.0,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,44,1,4,3,581,1,1,1,0,0
114,114,Chennai,33800000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,3,4,3,4,4,4,4,47,1,4,4,181,1,1,1,0,0
115,115,Chennai,4750000,0.0,0.0,0.0,4,4,3,4,4,4,4,4,3,4,3,4,4,4,4,47,1,4,4,1559,1,1,1,0,0
116,116,Chennai,9170000,0.0,1.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,3,356,1,1,1,0,0
117,117,Chennai,5160000,0.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,4,60,1,1,1,0,0
118,118,Chennai,10400000,0.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,0,8,1,1,1,0,0
119,119,Chennai,9870000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,6,431,1,1,1,0,0
120,140,Chennai,6700000,2.0,0.0,0.0,3,3,0,4,4,4,3,4,4,4,3,4,4,4,4,44,1,4,0,134,1,1,1,0,0
121,141,Chennai,6480000,1.0,2.0,1.0,4,4,0,4,3,4,4,4,4,4,3,4,4,4,4,43,1,4,1,410,1,1,1,0,0
122,144,Chennai,8890000,2.0,0.0,0.0,3,4,3,4,4,4,4,4,4,4,3,4,4,4,4,45,1,4,5,74,1,1,1,0,0
123,143,Chennai,14500000,0.0,0.0,0.0,4,4,0,4,4,4,4,4,3,4,3,4,4,4,4,46,1,4,1,3,1,1,1,0,0
124,144,Chennai,4990000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,3,4,4,45,1,4,4,440,1,1,1,0,0
125,145,Chennai,10100000,2.0,0.0,0.0,3,3,3,4,4,4,4,4,4,4,3,4,4,3,4,43,1,4,1,16,1,1,1,0,0
126,146,Chennai,5460000,2.0,0.0,0.0,4,4,0,4,4,4,4,3,4,4,3,4,3,4,4,45,1,4,1,48,1,1,1,0,0
127,147,Chennai,14400000,1.0,2.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,1,107,1,1,1,0,0
128,148,Chennai,4040000,0.0,1.0,0.0,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,4,115,1,1,1,0,0
129,149,Kolkata,4390000,2.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,14,865,1,1,1,0,0
130,130,Kolkata,4460000,0.0,0.0,0.0,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,10,360,1,1,1,0,0
131,131,Kolkata,10800000,1.0,2.0,0.0,3,4,3,4,4,4,4,4,3,4,4,4,4,4,4,44,1,4,4,368,1,1,1,0,0
132,134,Kolkata,3760000,2.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,45,1,4,48,4500,1,1,1,0,0
133,133,Kolkata,5370000,1.0,2.0,0.0,3,4,3,4,4,4,3,4,3,4,3,4,4,4,4,45,1,4,49,3000,1,1,1,0,0
134,134,Kolkata,5930000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,48,1,4,4,47,1,1,1,0,0
135,135,Kolkata,4430000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,3,4,3,4,3,3,4,44,1,4,4,560,1,1,1,0,0
136,136,Kolkata,5500000,1.0,2.0,1.0,3,4,0,4,4,4,4,4,3,4,4,4,4,4,4,45,1,4,9,449,1,1,1,0,0
137,137,Kolkata,4470000,0.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,48,1,4,1,140,1,1,1,0,0
138,138,Kolkata,11000000,2.0,0.0,0.0,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,47,1,4,7,980,1,1,1,0,0
139,139,Kolkata,6630000,1.0,2.0,1.0,3,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,1,0,1,1,1,0,0
140,140,Kolkata,8800000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,1,476,1,1,1,0,0
141,141,Kolkata,4600000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,7,985,1,1,1,0,0
142,144,Kolkata,8180000,1.0,2.0,1.0,3,4,0,4,4,4,4,4,3,4,4,4,4,4,4,45,1,4,3,406,1,1,1,0,0
143,143,Kolkata,3410000,0.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,9,1064,1,1,1,0,0
144,144,Kolkata,4810000,0.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,16,0,1,1,1,0,0
145,145,Kolkata,4480000,2.0,0.0,0.0,3,4,0,4,4,4,4,4,4,4,3,4,3,4,4,46,1,4,4,86,1,1,1,0,0
146,146,Kolkata,4400000,2.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,5,160,1,1,1,0,0
147,147,Kolkata,4340000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,3,4,3,4,4,44,1,4,40,1030,1,1,1,0,0
148,148,Kolkata,3570000,0.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,1,15,1,1,1,0,0
149,149,Kolkata,4590000,1.0,2.0,1.0,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,44,1,4,4,134,1,1,1,0,0
150,150,Kolkata,5140000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,4,474,1,1,1,0,0
151,151,Surat,8540000,0.0,0.0,0.0,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,47,1,4,8,416,1,1,1,0,0
152,154,Surat,10600000,0.0,0.0,0.0,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,47,1,4,3,140,1,1,1,0,0
153,153,Surat,9000000,0.0,0.0,0.0,3,3,1,4,4,4,4,4,4,4,4,4,4,4,4,47,1,4,8,416,1,1,1,0,0
154,154,Surat,7500000,0.0,0.0,0.0,3,3,3,4,4,4,4,4,4,4,4,3,3,3,4,44,1,4,15,495,1,1,1,0,0
155,155,Pune,6450000,2.0,0.0,0.0,3,4,0,4,4,4,4,4,4,4,4,4,3,4,4,44,1,4,1,116,1,1,1,0,0
156,156,Pune,13000000,1.0,2.0,0.0,3,3,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,4,444,1,1,1,0,0
157,157,Pune,6640000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,4,350,1,1,1,0,0
158,158,Pune,9850000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,4,900,1,1,1,0,0
159,159,Pune,7530000,1.0,2.0,2.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,4,488,1,1,1,0,0
160,160,Pune,1000000,0.0,0.0,0.0,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,1,30,1,1,1,0,0
161,161,Pune,5400000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,3,4,45,1,4,1,149,1,1,1,0,0
162,164,Pune,3840000,2.0,0.0,0.0,1,1,0,4,4,4,4,3,4,4,3,4,4,3,4,45,1,4,5,360,1,1,1,0,0
163,163,Pune,8000000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,1,44,1,1,1,0,0
164,164,Pune,5600000,1.0,2.0,1.0,4,4,0,4,3,4,4,3,4,4,3,4,4,4,4,43,1,4,5,440,1,1,1,0,0
165,165,Pune,4770000,1.0,2.0,1.0,4,4,0,4,3,4,4,4,4,4,3,4,3,4,4,43,1,4,4,141,1,1,1,0,0
166,166,Pune,5340000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,3,4,46,1,4,35,1800,1,1,1,0,0
167,167,Pune,4550000,1.0,2.0,2.0,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,44,1,4,1,88,1,1,1,0,0
168,168,Pune,8680000,2.0,0.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,46,1,4,3,164,1,1,1,0,0
169,169,Pune,4840000,1.0,2.0,1.0,4,4,0,4,3,4,3,4,4,4,3,4,4,4,4,44,1,4,5,746,1,1,1,0,0
170,170,Pune,5030000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,44,1,4,4,94,1,1,1,0,0
171,171,Pune,4870000,2.0,0.0,0.0,4,4,0,4,3,4,4,4,4,4,3,4,4,4,4,44,1,4,1,178,1,1,1,0,0
172,174,Pune,9300000,1.0,2.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,4,400,1,1,1,0,0
173,173,Pune,6130000,1.0,2.0,1.0,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,45,1,4,1,134,1,1,1,0,0
174,174,Pune,14400000,1.0,2.0,0.0,3,3,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,4,119,1,1,1,0,0
175,175,Pune,4540000,1.0,2.0,1.0,4,4,0,4,4,4,4,4,4,4,3,4,3,4,4,44,1,4,10,656,1,1,1,0,0
176,176,Pune,7600000,1.0,2.0,1.0,4,4,0,4,3,4,4,4,4,4,3,4,4,4,4,44,1,4,3,444,1,1,1,0,0
177,177,Pune,4400000,2.0,0.0,0.0,1,1,0,4,4,4,4,3,4,4,3,4,4,4,4,45,1,4,13,614,1,1,1,0,0
178,178,Pune,7760000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,45,1,4,6,300,1,1,1,0,0
179,179,Pune,9730000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,46,1,4,5,198,1,1,1,0,0
180,180,Pune,4980000,2.0,0.0,0.0,4,4,0,4,3,4,4,3,4,4,3,4,4,4,4,43,1,4,3,401,1,1,1,0,0
181,181,Pune,7510000,2.0,0.0,0.0,4,4,0,4,4,4,4,4,4,4,3,4,4,4,4,44,1,4,4,89,1,1,1,0,0
